mask,basis_cycle_ids,height_action,transport_scalar_mod_1000003,lambda_support,corrected_support,corrected_coefficient_sum_signed,corrected_abs_sum_signed_lift,corrected_vector_sha256_dense_i8
581,0 2 6 9,3744768,127622,297,297,462176,2173776,a89a1a98ff2be26552bec8d408c06612625b0cfd13ec44f5a9aaca9e918fa3ce
582,1 2 6 9,3990528,4742,297,297,496576,2327984,963675f643947f79eff30d46f7ec696bf4ff1444144570aabcc46f977711c440
583,0 1 2 6 9,5065728,467145,297,297,689312,2995184,c027151d5f4b430b231ea3c75af64171c07601e8172fcdf9969002ef3006f0d5
584,3 6 9,3087360,456326,297,297,418912,1816368,9e42d23fba04214787af40791d7f3b921c4298270ee5b3d9e6d7b9d4dbee54c7
585,0 3 6 9,4162560,918729,297,297,611648,2483568,7c36422dadb3f28a5cc857cd6cecbc64e9ebffef946bb60f4cce0849aba85f82
586,1 3 6 9,4408320,795849,297,297,646048,2637776,1af7c788c1f1eb53355d18ee38ad94ac8bcd595de8b512bcb4595fcbe51b2411
587,0 1 3 6 9,5483520,258249,297,297,838784,3304976,0c7d6460fcb06d926a7e0aee9ef20cc7bd06f07fc572a6bd70a0507dee44b954
588,2 3 6 9,3861504,69254,297,297,520864,2280048,995810127b8af1d03fed6828c50809af14c63c765ecedbdc185a238d674bf377
589,0 2 3 6 9,4936704,531657,297,297,713600,2947248,c893de1e9b6cce241f4c25fc41bf7e72cc3a768eefc69eac89fd59c7a68e2c1c
590,1 2 3 6 9,5182464,408777,297,297,748000,3101456,0aa2d067f89685660245c4b8558271abb75df2cbd999c48a562426866c500e68
591,0 1 2 3 6 9,6257664,871180,297,297,940736,3768656,d64a03073d9a8df7774b350fa92fe9146b85ceddfa17462656a9c4dc2e94f862
592,4 6 9,2976768,511622,297,297,348320,1715248,fa63f55d6e34e2fae7ecb01c37d3c539eff83656c97bade2363d15c9adb05e76
593,0 4 6 9,4051968,974025,297,297,541056,2382448,0c664c0e5de24ef21145e75bae10391a4d3e1ecee9f79ff0aac3e99e4a0f165c
594,1 4 6 9,4297728,851145,297,297,575456,2536656,c64b1e27d9d420a671e04651d56426690549f5f8e4e6fad03fad8568b35429b8
595,0 1 4 6 9,5372928,313545,297,297,768192,3203856,bdbc3cbe3a489a4ddb4598473c6f4625252076b29300f8f899e8cdf9a150feab
596,2 4 6 9,3750912,124550,297,297,450272,2178928,f44322dea4f71d2fefb9033bd202a4a4bc02ea5d420f8d83e018e458dcecbac1
597,0 2 4 6 9,4826112,586953,297,297,643008,2846128,85f719889932843135ce512671df104bdc9dd676fecca9cae5dc465f44ba930a
598,1 2 4 6 9,5071872,464073,297,297,677408,3000336,274440b1415467938dfce96942e11b98981d0f37c52a11feba3096368d6e0e5e
599,0 1 2 4 6 9,6147072,926476,297,297,870144,3667536,bb20fbb41867a0795b62b5a3959aae98ff42cbc132ccede56509a3f60f1cdd62
600,3 4 6 9,4168704,915657,297,297,599744,2488720,a905661761251574aed5c45e4779bb5f065c2ed6b7b8a556403e05ed1bd74fc0
601,0 3 4 6 9,5243904,378057,297,297,792480,3155920,d68e5a1730d64062f76cd64fbdde8912db932ab961c29973919464c778f0d665
602,1 3 4 6 9,5489664,255177,297,297,826880,3310128,eaab115004fb15eeb91307ae01e7e7975113f1d76e8ed11bf3c3db46e341dd27
603,0 1 3 4 6 9,6564864,717580,297,297,1019616,3977328,dadfab46b2685b4867c89474ad13a0a30dd0024b2ddbdf6e6f82a34f41e383c9
604,2 3 4 6 9,4942848,528585,297,297,701696,2952400,278d998f9929e80561f00dfdb3a2c4a2b6bed71db6020f1a127412889d55749d
605,0 2 3 4 6 9,6018048,990988,297,297,894432,3619600,c7e8c0cbacbc46d16507256dd80b78835e760806a2a3fb60b83fe7df7a0f4f63
606,1 2 3 4 6 9,6263808,868108,297,297,928832,3773808,1f58447a708e34470683423d298c52030c554b63490b071675ea1fd97801ec7e
607,0 1 2 3 4 6 9,7339008,330508,297,297,1121568,4441008,8be1950b1f390373f403fa574c74d6b34a465f64184e5a06ae6a9ac90715edd3
608,5 6 9,2586624,706694,297,297,219808,1423104,80178164d5af1ce3670fda8c98fcc3b53949b62b6d07003cc61901c4a288ac31
609,0 5 6 9,3661824,169094,297,297,412544,2090304,6d37311033f04afd4cb4fdc08fc6558bc57a6b954a3ce881e633e60990cd56e9
610,1 5 6 9,3907584,46214,297,297,446944,2244512,1d73efcfbede440b0118ee35fa936413da22413a835bce92c518403d3b21fd3c
611,0 1 5 6 9,4982784,508617,297,297,639680,2911712,96151401c8427944451c4b4cfd0d332ab12b2b149ce6209f750dfb8b2b1e20f9
612,2 5 6 9,3360768,319622,297,297,321760,1886784,4431520d1da6036a26925258a9d4540e2770b4dd295c52f65d8322275d59c6cb
613,0 2 5 6 9,4435968,782025,297,297,514496,2553984,6e192dc8e333ca4dc8864127c8321a9c068499834ed9ecc9f7eee50510e1c727
614,1 2 5 6 9,4681728,659145,297,297,548896,2708192,a26cb59b01562a20230e302d9f9f0b281eaae6fa4d3f2e617e46f762859e1549
615,0 1 2 5 6 9,5756928,121545,297,297,741632,3375392,5ee1eec4a572a2423f0a488f3782cc3d1a03da25e897a8a435f2ad90be313372
616,3 5 6 9,3778560,110726,297,297,471232,2196576,7668b9969e99d6d5ffc0a1fc299d1d954639cb36db97a0424e3a6ae747b48376
617,0 3 5 6 9,4853760,573129,297,297,663968,2863776,e3d2ddba68d82212fdf468b706752bbea5255c79783b79f73973fa7d6db14b13
618,1 3 5 6 9,5099520,450249,297,297,698368,3017984,70e70cf4231e588f4ebdc6083f2499ea29f5fa10573d27b824bac83d5c5942b4
619,0 1 3 5 6 9,6174720,912652,297,297,891104,3685184,3a7afd88f84991cda506184f5afb122b8841de4ef4be8521423dab565917b684
620,2 3 5 6 9,4552704,723657,297,297,573184,2660256,e107292910a022e185f2c91c3f112ef4e79fa04cb8a3988b12a1267041dfc1e2
621,0 2 3 5 6 9,5627904,186057,297,297,765920,3327456,994f41b9fe4439ca64a6b20e75bf9a4266736ba7fcce213e3e4c676fa693639d
622,1 2 3 5 6 9,5873664,63177,297,297,800320,3481664,5dc17b734fcbeaedee1e0e17c78a70599184e2b0593f9fb03c7d9c92bc1a5d2b
623,0 1 2 3 5 6 9,6948864,525580,297,297,993056,4148864,d866b211225d6389e35db52e4f1548e44ead5f99e66f1504fb2fc29272890b4e
624,4 5 6 9,3667968,166022,297,297,400640,2095456,147c508ec4d095ba0ce452fc03c60dd329d62f157f6226388e8b3f0805f85367
625,0 4 5 6 9,4743168,628425,297,297,593376,2762656,afb097cc67b95e0b0fca2438fd2dcc87eeac9d8fb141fbe57e5c4571cb28b578
626,1 4 5 6 9,4988928,505545,297,297,627776,2916864,3598e349291b153c3626b8a05faac82dc72c70fca5e9c90b369acafa49056bec
627,0 1 4 5 6 9,6064128,967948,297,297,820512,3584064,b945b5db7f8cdb95927591666dcffe2be785440922fbef8d9c596dfdcc0f28c2
628,2 4 5 6 9,4442112,778953,297,297,502592,2559136,cbc5e52923533c64c51dca0240720982958e13a97bfd999fb73f33fd495f22ab
629,0 2 4 5 6 9,5517312,241353,297,297,695328,3226336,35cb97ea17374589de0bf225272480e242d1971622d04b859491f8ae5780b602
630,1 2 4 5 6 9,5763072,118473,297,297,729728,3380544,e80ce617f25961d0034dafb24b094184d629d8b0a6b67475cc37cf712461ee59
631,0 1 2 4 5 6 9,6838272,580876,297,297,922464,4047744,c0eb7e67bd68fb0c55569b74610edd96a686da16d8a378410d1db5850f8a848b
632,3 4 5 6 9,4859904,570057,297,297,652064,2868928,36d8e7741febdc0ad0a0018a30ef2117fd342396f26766afdd34bb41b868af65
633,0 3 4 5 6 9,5935104,32457,297,297,844800,3536128,d6e43dad9a477a8126ddd4426ddf8169e07b2d0ec212b0627186dc05318f1c37
634,1 3 4 5 6 9,6180864,909580,297,297,879200,3690336,1ef8acd3db2d9e80d03359f7d2b40b071de1fd84d57cef353650ae64df05a0e0
635,0 1 3 4 5 6 9,7256064,371980,297,297,1071936,4357536,189d6c03bf375d739279e299f84505a47d307b1f8940d34299706db0a335cb9b
636,2 3 4 5 6 9,5634048,182985,297,297,754016,3332608,864afc30a0b882fd068e964ce03096da1ac6dfd8e5a2f3134b385ef318157fb6
637,0 2 3 4 5 6 9,6709248,645388,297,297,946752,3999808,928908ae72263671aeae50e1816902324179e85d4f201b4e1b8e8472a9ea36dc
638,1 2 3 4 5 6 9,6955008,522508,297,297,981152,4154016,cfd9caabee876079825e39fec4ef069e5c151488b5209084c2ac71ca4e99e5cd
639,0 1 2 3 4 5 6 9,8030208,984911,297,297,1173888,4821216,426589f4b4eb4a45cd4a2ee9645527507493ed55786b8fefa9deeae0a86fd0b2
640,7 9,2061312,969350,297,297,240320,1177072,2bfeecafc8d0b5fcfb63974a17969936cebf9529aeda4593d3ec1d34d99a9a13
641,0 7 9,3136512,431750,297,297,433056,1844272,f7dcdc0a1d00a95e7bcdc81c3b18207ae271a76e9c3eabe2fb8020965a9f9a16
642,1 7 9,3382272,308870,297,297,467456,1998480,e2234fcb42790a7d9ac8bffc6ff06e1e5c6a8db54db0ccf21ea2b3c230854f77
643,0 1 7 9,4457472,771273,297,297,660192,2665680,ae5d9f970ba444f2079581cf9420cdaa4f10308788326d9dc1aabe774231e54b
644,2 7 9,2835456,582278,297,297,342272,1640752,068019a6baa1906d6761aa1c136ee2e76c7e6d876398b028a1ee165c6fda8366
645,0 2 7 9,3910656,44678,297,297,535008,2307952,9939f85423205011fbe75176692faf7ec739be0c04516ec50fa8cc70fe5018fa
646,1 2 7 9,4156416,921801,297,297,569408,2462160,bbcb3e6aa5d44d846b1e59ea694fa936e2ea5382e5b88f02e1ff259af78a9005
647,0 1 2 7 9,5231616,384201,297,297,762144,3129360,47976dc7ce15f47bd279b527cfea9a1032d0232d70aa98bbe8bee1670dc7302b
648,3 7 9,3253248,373382,297,297,491744,1950544,f8fd46640a4efd65694034daf290f1996d70facf681d6bca4771584422841cc4
649,0 3 7 9,4328448,835785,297,297,684480,2617744,38466b9ecb21b3cef1b4c6096e1e046e4c6b7dcb8bf84b9429817eeadfdd6d3e
650,1 3 7 9,4574208,712905,297,297,718880,2771952,26edc8d1023b7479c5fc3a8fc2ead0a295c05d6e6a1af13d9bcd6d36c78e082c
651,0 1 3 7 9,5649408,175305,297,297,911616,3439152,6bcaf190d01b9313f5f0d79b397d4d39d1d3bff4bee2e3da9725468cfd5e8af7
652,2 3 7 9,4027392,986313,297,297,593696,2414224,7bacee87a196851fbeb4e23d855d27c6c51df29723a557cbcbccc0a9e03dd710
653,0 2 3 7 9,5102592,448713,297,297,786432,3081424,f501e6bd1c1ae1b875f9445dff32da335b18d80813faf050324f83861706e0ed
654,1 2 3 7 9,5348352,325833,297,297,820832,3235632,728fc2dd645c5aba772a8cd5c55e44cb4d6a58650a61df89ec9cf5419f8f2373
655,0 1 2 3 7 9,6423552,788236,297,297,1013568,3902832,94aeea8f1e9927f51fb23377f2a1a7333e71c3ceae6245dcf92da1ae0d210b5b
656,4 7 9,3142656,428678,297,297,421152,1849424,ed263e79178ca1d7bb081193be8fe4bd4a4e771b774e7cfc81f5295f20b45ef2
657,0 4 7 9,4217856,891081,297,297,613888,2516624,d925ebaf97a847620f7aa348d1da4b7aebc3c82893ed300b04380a887a7b6f24
658,1 4 7 9,4463616,768201,297,297,648288,2670832,838dcee61a7417e411f19a14dbf9f901de561fe0af120f3a07f7883d48342013
659,0 1 4 7 9,5538816,230601,297,297,841024,3338032,3c8c40befc065bfe284ab7640af0f4bf474674fc78162dbaccc60247c25a1ba3
660,2 4 7 9,3916800,41606,297,297,523104,2313104,f7b868140f71af43a8ac96d27a14073ac45bd2a7f2fe2f2d4cab3b6419c52ea7
661,0 2 4 7 9,4992000,504009,297,297,715840,2980304,8f1e5cedaac8c490423d6b3f5a8fd4cf2e6f27f1f89f92e1900610f45b35cdff
662,1 2 4 7 9,5237760,381129,297,297,750240,3134512,6c6dbd003e6caddf2d6cc7d75d3356117481f50bcd732ff6cc146f8f8d2a1528
663,0 1 2 4 7 9,6312960,843532,297,297,942976,3801712,b1f6f70b1bd64beea6f82f9aa6044274f13859aecd7a09b39e21b82ed13be7be
664,3 4 7 9,4334592,832713,297,297,672576,2622896,17cb8c96807a04539864e4fc55a3188c5de9c5fda859c0e0389edd62d914322a
665,0 3 4 7 9,5409792,295113,297,297,865312,3290096,5e7a5e546941ca8c8f6faab209e8508925d4fdca4591166f912fceb21f9fa342
666,1 3 4 7 9,5655552,172233,297,297,899712,3444304,6167e5b466c32284781709aa294a2b95ed250e21a423080f5be7e21d84b4c080
667,0 1 3 4 7 9,6730752,634636,297,297,1092448,4111504,4eb38c9aab619ddaaa66cf62693d693474074d00a557168822a4121991ef54ee
668,2 3 4 7 9,5108736,445641,297,297,774528,3086576,73195545a0dc644d7e545960fabe8c39dfba82d97daf6917ee2575cd35ed497d
669,0 2 3 4 7 9,6183936,908044,297,297,967264,3753776,30b29c5502ab1011f9ed9d2063fb635d1a552a708b14ba3d090cf53238440f05
670,1 2 3 4 7 9,6429696,785164,297,297,1001664,3907984,79ffdeb4f523056c4bb2a5eb97dffd8b880f0553e9412bb5eaf813fcca635e83
671,0 1 2 3 4 7 9,7504896,247564,297,297,1194400,4575184,ff268fbd5af2360d52b29442e1e85392bb93bbdb666efb269ce9cda15a7db490
672,5 7 9,2752512,623750,297,297,292640,1557280,4b9d3df82b5c52ec3b624a30e29e9e58d93f2383fddf10ebc13c78bbcd7058d9
673,0 5 7 9,3827712,86150,297,297,485376,2224480,9168b6f3630c642010299908473827bdc28e07a2eb7f994d055800adcd37e53c
674,1 5 7 9,4073472,963273,297,297,519776,2378688,1a783e918566e553097a51787e2f1e44cd34dd7c751454d56ab163a1b963aa02
675,0 1 5 7 9,5148672,425673,297,297,712512,3045888,e483cfbbfcb0d4e19fc6ccde5712b0d70c373e164e665f06d01427727c9aff0a
676,2 5 7 9,3526656,236678,297,297,394592,2020960,4167052bf65cad80dba6630f483dec1ac115a1766b41486fec248bacaf08eb2c
677,0 2 5 7 9,4601856,699081,297,297,587328,2688160,3683755a85e9712bd3d4dd8ec8451302166dcfc9a23ba97f30dd2ae10a2ba731
678,1 2 5 7 9,4847616,576201,297,297,621728,2842368,30fd5f12665972e44247ab2dc5826156df613e7495e37b873a890c4c31789702
679,0 1 2 5 7 9,5922816,38601,297,297,814464,3509568,7ad0e8deaa5b6b7cc84f600d54fb0871eaad0113a1a3b918a1228c0f4af61fbf
680,3 5 7 9,3944448,27782,297,297,544064,2330752,d42f1a54da44f35ef9365204ae98fb869666f57b116ee81aaf1dc5314e8a1152
681,0 3 5 7 9,5019648,490185,297,297,736800,2997952,59bd6a1ab99fd80a325f6d1aeac3e6eea7d15055c4b7e631bca251112efa82a8
682,1 3 5 7 9,5265408,367305,297,297,771200,3152160,8cb6baecb67d7008ecfa8ab83ba3d86b66e2353ddccf25ed63bceed747b9511f
683,0 1 3 5 7 9,6340608,829708,297,297,963936,3819360,68656950e0b7ec3a95812dd18e5d825d68cb7c8adc80c554de865d4c3117d689
684,2 3 5 7 9,4718592,640713,297,297,646016,2794432,3c7cc12788bfda3163284f71bd0925675f97df54b75bc8098a2f44f520633154
685,0 2 3 5 7 9,5793792,103113,297,297,838752,3461632,73880747b92d291058b14d6d414010a088c96b147da1d63a19658031e800736b
686,1 2 3 5 7 9,6039552,980236,297,297,873152,3615840,170e920c85142675dc4eb46e1ce06562b16c4d6e659220dc2fa8d8421e9417a0
687,0 1 2 3 5 7 9,7114752,442636,297,297,1065888,4283040,9fa42ed755a99e886f0151faa69df28e2b1d4825591d74e17a872996c43ca09f
688,4 5 7 9,3833856,83078,297,297,473472,2229632,6bf8b9e14c0779efa489e70548e173ebeb2cb285af48ca1537e7abb5f5be6242
689,0 4 5 7 9,4909056,545481,297,297,666208,2896832,a0e480ed45d237a03f160639e5445c4c67dfa44cfca0095e4b642e6628c527c6
690,1 4 5 7 9,5154816,422601,297,297,700608,3051040,cc80ceb995c7cddbf53b71658395677b3d392adcee69d75e5b65f33e9ef68540
691,0 1 4 5 7 9,6230016,885004,297,297,893344,3718240,b5b095687fa95c524957985804443267b435aed1f74c257385a001920d053a9b
692,2 4 5 7 9,4608000,696009,297,297,575424,2693312,9bf3f7cf6b2a600cd62bfa854cc4ceb8f30e0a07928f9e2980a336b70fbffebd
693,0 2 4 5 7 9,5683200,158409,297,297,768160,3360512,0e6b1959058f945ed808dd887becd53f305a05f57a17614f585c1da24eef843e
694,1 2 4 5 7 9,5928960,35529,297,297,802560,3514720,2cdeac0d622b49f61317548c9d39412822464670135e8e414784a2379fa1bf1b
695,0 1 2 4 5 7 9,7004160,497932,297,297,995296,4181920,64ac8297ecc165a99db0672245168b8b69e25f22caf9e911f7110e2e69112842
696,3 4 5 7 9,5025792,487113,297,297,724896,3003104,c288613187ad13deab444bd500f6729033bcbde00850dd6cb33c3cb20c9a04a6
697,0 3 4 5 7 9,6100992,949516,297,297,917632,3670304,683dc1116b09caa290133e2477a71c9344b460283f9766d50cfdb334246170ec
698,1 3 4 5 7 9,6346752,826636,297,297,952032,3824512,af5602973179cb6f6dfc28adab1b4b136fa331d04f51e739cdfe351dc137f7a4
699,0 1 3 4 5 7 9,7421952,289036,297,297,1144768,4491712,c3e51c89de2fdd9b155345e4f8b125eafed1ce862eb8b8153044703dbaa083cf
700,2 3 4 5 7 9,5799936,100041,297,297,826848,3466784,751f51b21cfc7c9c4bf42c546d26ba913bd09e1db3a7a5413ac9fd46d2648abf
701,0 2 3 4 5 7 9,6875136,562444,297,297,1019584,4133984,46a461973627782daaf3ac251bbf72408c87ca1c0ba9d868adea93089ccdc54c
702,1 2 3 4 5 7 9,7120896,439564,297,297,1053984,4288192,da5271d8d8e536e91ef7f167f2de6884fdce993a109ccc605b043df68e84e2ff
703,0 1 2 3 4 5 7 9,8196096,901967,297,297,1246720,4955392,803062640c2899a1b5b2a8337c4bbaf62c8f050ad18bd16003af165613264e7f
704,6 7 9,2964480,517766,297,297,311360,1674640,2cd58a2ecf30dd67e83415c4a699e3d288afbaae5cac459fc7a0950c45167261
705,0 6 7 9,4039680,980169,297,297,504096,2341840,f58a95267fda465c68ea888d7ef09e9a839a4614a9ea23a9109ff07311a336f2
706,1 6 7 9,4285440,857289,297,297,538496,2496048,e26dcc53520c4bba94368701618b49327c527777ea211a61b22a636ac897585d
707,0 1 6 7 9,5360640,319689,297,297,731232,3163248,f4ca8f0bc8fb594b197c60088fc5bf4f2d0ff9c077135cc9534eb670b899f8f4
708,2 6 7 9,3738624,130694,297,297,413312,2138320,b2eb9c364b9fa7061adfc445e2e68a3404cca2b8c779a8097cf12397b6a591f9
709,0 2 6 7 9,4813824,593097,297,297,606048,2805520,cfded5208cf470ff07ca003c22c06b2c8d3b6d3f77995f2fcd6ea9d74b68a236
710,1 2 6 7 9,5059584,470217,297,297,640448,2959728,f7c292758edae6ef81b84467adc828ad8c2c1f2b39e4c22d3663ec0525626a7c
711,0 1 2 6 7 9,6134784,932620,297,297,833184,3626928,f584b16ffc346dde02117932df6876d7eb0b92b51160d54c8314de93960e627e
712,3 6 7 9,4156416,921801,297,297,562784,2448112,647c2ebe4c024e02c8882d78eb148f30a573586a5dd84224072f3d83c615f1d3
713,0 3 6 7 9,5231616,384201,297,297,755520,3115312,84a22f4ac57b6cbe5853e9c4db850d176b1ba3b3aee30750b8b4aa71d7607c46
714,1 3 6 7 9,5477376,261321,297,297,789920,3269520,1673fd554d943b941b8cfae0124f9eaf7e3046da5d272d1edb66985170681584
715,0 1 3 6 7 9,6552576,723724,297,297,982656,3936720,ce0ddc96694ed2dab6526aee144cee54d4b0432a7aff7db8c1bcafdd33273859
716,2 3 6 7 9,4930560,534729,297,297,664736,2911792,cde51bc41150d5f2f5aedc50a19e55df6698a07197392ba89a15c630b4f64d10
717,0 2 3 6 7 9,6005760,997132,297,297,857472,3578992,972dc7461fd09ed88d99a85208acdaa49c441c8439030e9648eafe815079981a
718,1 2 3 6 7 9,6251520,874252,297,297,891872,3733200,a9d79976f423d9560b76ecf70109c02e4d7feb0cd0fc98c172e9a13b9512db4c
719,0 1 2 3 6 7 9,7326720,336652,297,297,1084608,4400400,401093a1d93c51867e8603020e652b5053fc725b839c87fecbd5839eee56f9ef
720,4 6 7 9,4045824,977097,297,297,492192,2346992,fa7fa55ef2cb169afae60e65795bf1578ccd7298162729239b811c6817de3a4a
721,0 4 6 7 9,5121024,439497,297,297,684928,3014192,5337cebdc2cc8f714992428eba2905a251bf55ef994cde99d47ab16d1b7f1b55
722,1 4 6 7 9,5366784,316617,297,297,719328,3168400,ffe5edc331e82822f78ce854a2a7b22f5e317a110f9ce5b0601534c4c8fac94d
723,0 1 4 6 7 9,6441984,779020,297,297,912064,3835600,f908f7d7f49b629d00a0a74bae2b560099dd1988698e0c768b7b50c28881c438
724,2 4 6 7 9,4819968,590025,297,297,594144,2810672,4258bd72db7aff07a6c91b4a5c309b8444ce493566754b0fe603c6020844a075
725,0 2 4 6 7 9,5895168,52425,297,297,786880,3477872,74e8e7314384938acf67dceb3698ea07cff1a886c85d505362d1b2d700f0af5b
726,1 2 4 6 7 9,6140928,929548,297,297,821280,3632080,a2447544f000b1e71a9923cb9c07bca1e55ff71167a877f61c50daec01ce97fe
727,0 1 2 4 6 7 9,7216128,391948,297,297,1014016,4299280,1db28456259d2b70143442f33399ff59449ae5486de23e1bc827155ce5bb4c0b
728,3 4 6 7 9,5237760,381129,297,297,743616,3120464,2d851b73004c681480de7507269c0265293880bc8a3a661dd66f2409957deec4
729,0 3 4 6 7 9,6312960,843532,297,297,936352,3787664,cf6572a562cf0ae9a331b4667abdc98f08e2aab1cffe3bff9cb2d310eb01bf26
730,1 3 4 6 7 9,6558720,720652,297,297,970752,3941872,2e7b7b309e5bd22894e494bae454901f4be1f402e858552997df2a61ae0a4bf1
731,0 1 3 4 6 7 9,7633920,183052,297,297,1163488,4609072,36939ce60f57b8e217e68df1b5ed122f3481c5f7b1c07126e11d11905eff6c37
732,2 3 4 6 7 9,6011904,994060,297,297,845568,3584144,f2b03d40d9aa2c6ccb38b01aa2ddeab4f5ee817a761c5c914daced787fc2dbd8
733,0 2 3 4 6 7 9,7087104,456460,297,297,1038304,4251344,4744b58e5277771069006868f3606f3fdd507bf3dfb12425aff0758acfb04c9b
734,1 2 3 4 6 7 9,7332864,333580,297,297,1072704,4405552,50ad356ed023e44e13a50c3e6bc67056f2094d128cdae7405da1c7449eff3a07
735,0 1 2 3 4 6 7 9,8408064,795983,297,297,1265440,5072752,2220614b93d3cccf8984e5ee0ee7c7b3c35392a6e3a1dd7fc0b7604ffa537be0
736,5 6 7 9,3655680,172166,297,297,363680,2054848,c6be7dfabbaa9798803d82454c6e89b0e4a7638db4d8fbb8f5627a131a306dc8
737,0 5 6 7 9,4730880,634569,297,297,556416,2722048,3bd28813c3342cea0bc5f1e9f22f9051d8dd1a077f2c4bf0fb31d22aae0d687c
738,1 5 6 7 9,4976640,511689,297,297,590816,2876256,fd9b88c3a235f4f64b33610d74f40ee1e745f60442193e91ad9c179146de8972
739,0 1 5 6 7 9,6051840,974092,297,297,783552,3543456,83b5384864d00fd08f32e0f4738fec1170f4cba5c80b86c73071568d05a494f8
740,2 5 6 7 9,4429824,785097,297,297,465632,2518528,01e41b2bfb5694488a56026303a17ce0036eb350f211a89b1303c6084a8cfdee
741,0 2 5 6 7 9,5505024,247497,297,297,658368,3185728,a836d97044574d547a711062e8f28af6cfd89b7d19b2ab595204fe0f260fe2e5
742,1 2 5 6 7 9,5750784,124617,297,297,692768,3339936,8ea18f0637ea01d61aac04b27205555efcd30cda7bfd9d7e56ea4eff0b55d39f
743,0 1 2 5 6 7 9,6825984,587020,297,297,885504,4007136,1306d431a2cbf7beaa33d1d376c5f402cc70ba4766be48ff27b261d0fb213aab
744,3 5 6 7 9,4847616,576201,297,297,615104,2828320,76049c6c84b67ed077d93f449747af7dffe9012adfe4890585da9afdbc8370eb
745,0 3 5 6 7 9,5922816,38601,297,297,807840,3495520,362e8fc43d0f85c32e7dcff20dae542e2a6b4d2376036834970d4d6c840ce575
746,1 3 5 6 7 9,6168576,915724,297,297,842240,3649728,58b1aeadbca92181f9e2a90c39911036f96123232c20e6fe72fa7286ee616b79
747,0 1 3 5 6 7 9,7243776,378124,297,297,1034976,4316928,ff8ced0cfe152c1cea7a25ba06de53f1db4bf9e87be2e3ea90b6a6aa71c65979
748,2 3 5 6 7 9,5621760,189129,297,297,717056,3292000,d16909cd8a36fed7c66418eb72ed057be77a0e5ae0f5172e2b00c8bbc7c546ac
749,0 2 3 5 6 7 9,6696960,651532,297,297,909792,3959200,79ad9cdbe5df9dbddc994581bb68c4126207f2d5c0d66b8bc5be58601657935d
750,1 2 3 5 6 7 9,6942720,528652,297,297,944192,4113408,fcf6e416726d0ea8713cb67d1ed011a6a40e1560317fd1a98fd56386ef123a8d
751,0 1 2 3 5 6 7 9,8017920,991055,297,297,1136928,4780608,dc9db2233593d87687fbd6bed1cf31a128bc399441c129e5dcb430f93abfc90d
752,4 5 6 7 9,4737024,631497,297,297,544512,2727200,a5e043a05c71951098841ece4608415b928ba5bf1de2ec382d093f8030600f5a
753,0 4 5 6 7 9,5812224,93897,297,297,737248,3394400,75294a94cade394a8f0f22c6dc14aef7301848b8dd32c11c60322ba7ad581123
754,1 4 5 6 7 9,6057984,971020,297,297,771648,3548608,8f960de354fc0c3184ccaacdea015c6120832c43f39be0cb12637d960a8a1e98
755,0 1 4 5 6 7 9,7133184,433420,297,297,964384,4215808,dbea4db172e777938269192a35a82acc3a1963c882f056a4593004c5afb114f4
756,2 4 5 6 7 9,5511168,244425,297,297,646464,3190880,c469876aaf9b00ae6ec1af77fdac79d6b255426750b3a3e81a335efb544bb6dc
757,0 2 4 5 6 7 9,6586368,706828,297,297,839200,3858080,0351b8a83f6cfd9b1dc947edc9d50d5854fd0fffd6603ea3a658b0bd615fcfb6
758,1 2 4 5 6 7 9,6832128,583948,297,297,873600,4012288,6ee40e11b34a2e10e0a455ff15393c27c23663fca3e5cc4952cfca319d779fd4
759,0 1 2 4 5 6 7 9,7907328,46348,297,297,1066336,4679488,f128b4711986e981ddfd02fdfa9e8e837f5ff169e9e1c12ae3ebacf8aceee3f6
760,3 4 5 6 7 9,5928960,35529,297,297,795936,3500672,1a893484f3d38b55f1cd68035175414dff33cece54ef9140fee83d9722871d2b
761,0 3 4 5 6 7 9,7004160,497932,297,297,988672,4167872,3f5eb3e62c7180af56835bed2bc1efabf9dc29cb363de7299c2a4891da552e7a
762,1 3 4 5 6 7 9,7249920,375052,297,297,1023072,4322080,03e5173f567698c3fc5b5ca396c984120db9f0c3896d57f4c5342de73cc4d182
763,0 1 3 4 5 6 7 9,8325120,837455,297,297,1215808,4989280,2817da48ad33eee54dfc80df2de0a0f3b31d6058304036aeaa431158ec7056bd
764,2 3 4 5 6 7 9,6703104,648460,297,297,897888,3964352,f15353ffe10a6d9e60af6f658d7741fb192df43c76439bcb07986dd5388eaee2
765,0 2 3 4 5 6 7 9,7778304,110860,297,297,1090624,4631552,9d4582927a733b1a8b536bfd09bfb4ab1b6a5086a477430c9f10133f65a0c5d8
766,1 2 3 4 5 6 7 9,8024064,987983,297,297,1125024,4785760,eb5a4e6baca6f64179bedbd5160fa158dc25cccceb8eae308c39833e56f69ea6
767,0 1 2 3 4 5 6 7 9,9099264,450383,297,297,1317760,5452960,fa49a9924ed39381d832dc6056b360ac431df44637732abbcf7ba32f4b5f75c2
768,8 9,1367040,316483,297,297,150400,776208,d79a02ec3da8f901d85f515510812604adc79456f8b95de6f7307e94269213bd
769,0 8 9,2442240,778886,297,297,343136,1443408,3f74cb60bcb14b22a991cfc3dd93021f75b992639196381af926715d08d87e5b
