weight_type,series,total_dimension_n,count,q_weighted_sum,q_mean,q2_weighted_sum
q12_pair_coefficient_mass,symmetric_relation_pair_stack,10,67048910717633,5946260924672550,88.68542174703458,1450047677362138908
q12_pair_coefficient_mass,symmetric_relation_pair_stack,11,698199278401359,67222077811591700,96.27921410275243,16710067623506610416
q12_pair_coefficient_mass,symmetric_relation_pair_stack,12,6719196478257397,696320397762738446,103.63149820308975,176217186023467914868
q12_pair_coefficient_mass,symmetric_relation_pair_stack,13,60172633424940370,6663916772815386194,110.74663669370541,1714926138285511843476
q12_pair_coefficient_mass,symmetric_relation_pair_stack,14,504394602504549566,59331854983975709206,117.62983721349505,15510809199976671243620
q12_pair_coefficient_mass,symmetric_relation_pair_stack,15,3977617380510347303,494365828117949268756,124.28692376000222,131166396753665676529080
q12_pair_coefficient_mass,symmetric_relation_pair_stack,16,29638924587521309937,3874523376776223816098,130.72415516747495,1042447331726837050482340
q12_pair_coefficient_mass,symmetric_relation_pair_stack,17,209488808993935180608,28689090384811193763726,136.94808101010187,7821331440770261722658676
q12_pair_coefficient_mass,symmetric_relation_pair_stack,18,1409278428417697356899,201478092727371079967356,142.9654273170034,55617887474186831203565368
q12_pair_coefficient_mass,symmetric_relation_pair_stack,19,9050801379368891166559,1346605436854068142479394,148.78300610193773,376157180845913370109681188
q12_pair_coefficient_mass,symmetric_relation_pair_stack,20,55643084573782539945575,8591717592294237246087016,154.40764397059348,2427129660359934745763854296
q12_pair_coefficient_mass,symmetric_relation_pair_stack,21,328270680784995216560679,52472796619749864119202702,159.84612605143846,14982782776543934339686623124
q12_pair_coefficient_mass,symmetric_relation_pair_stack,22,1862567481752328057104085,307519487677834209976007564,165.10515226461263,88706422183414077139760565384
q12_pair_coefficient_mass,symmetric_relation_pair_stack,23,10184182455426339351825488,1733259287635554789095703076,170.1913035456311,504852765886485438423043581448
q12_pair_coefficient_mass,symmetric_relation_pair_stack,24,53761806153933140514012424,9414284503744906466048098576,175.11101611410743,2767681825076981637267976763760
q12_pair_coefficient_mass,symmetric_relation_pair_stack,25,274465491435784228181661016,49368262263103647431762825496,179.87056225118988,14642864637280373687296572473888
q12_pair_coefficient_mass,symmetric_relation_pair_stack,26,1357193663599315024845023468,250369707613593633625751370744,184.4760363451788,74893264677908975250944457501136
q12_pair_coefficient_mass,symmetric_relation_pair_stack,27,6509654980828875756566064741,1229890891625886089417717705362,188.93334520000687,370897912659957194460750382979652
q12_pair_coefficient_mass,symmetric_relation_pair_stack,28,30325762042445098268972396239,5860398982587595403306548991872,193.24820178913086,1781129852985133372881236185426344
q12_pair_coefficient_mass,symmetric_relation_pair_stack,29,137384312316798340535393508539,27123251975231589196375936754806,197.42612178810722,8305263659943210329795986168422004
q12_pair_coefficient_mass,symmetric_relation_pair_stack,30,605942015706846093655344346923,122080605702393943222453262303188,201.4724223405831,37650647855418681872448539764132872
q12_pair_coefficient_mass,symmetric_relation_pair_stack,31,2604694348865146723706870164575,534983961535065465521105537817154,205.3922226107472,166134190391107727878043509115685300
q12_pair_coefficient_mass,symmetric_relation_pair_stack,32,10923131794850524740085127289556,2285014809207566526244691479915464,209.19044575519885,714307248300038778545807280185648200
q12_pair_coefficient_mass,symmetric_relation_pair_stack,33,44730904388260196061341666956745,9521949117392131222959180439978028,212.8718220124162,2995652177332009403794315426010526200
