mask,basis_cycle_ids,residue_edge_weight,total_basis_length,total_optical_action,total_connection_log_action,total_entropy_proxy,incidence_vector_mod2
1866,1 3 6 8 9 10,13,41,5873664,232.61185872806428,63.73333333333333,000000110011010000100111001111
1867,0 1 3 6 8 9 10,15,49,6948864,277.44441042652625,75.39999999999999,110011101001010000100111000111
1868,2 3 6 8 9 10,16,38,5326848,214.87771410595747,57.800000000000004,000110001100111010101111000111
1869,0 2 3 6 8 9 10,20,46,6402048,259.71026580441946,69.46666666666665,110101010110111010101111001111
1870,1 2 3 6 8 9 10,14,46,6647808,261.7897073460993,72.13333333333333,000000111100010000101111001111
1871,0 1 2 3 6 8 9 10,16,54,7723008,306.62225904456136,83.79999999999998,110011100110010000101111000111
1872,4 6 8 9 10,15,31,4442112,175.7602388887704,48.2,011110000010001110101110100011
1873,0 4 6 8 9 10,17,39,5517312,220.5927905872324,59.86666666666667,101101011000001110101110101011
1874,1 4 6 8 9 10,15,39,5763072,222.67223212891224,62.53333333333334,011000110010100100101110101011
1875,0 1 4 6 8 9 10,15,47,6838272,267.50478382737424,74.19999999999999,101011101000100100101110100011
1876,2 4 6 8 9 10,16,36,5216256,204.93808750680546,56.6,011110001101001110100110100011
1877,0 2 4 6 8 9 10,18,44,6291456,249.77063920526749,68.26666666666665,101101010111001110100110101011
1878,1 2 4 6 8 9 10,16,44,6537216,251.85008074694733,70.93333333333332,011000111101100100100110101011
1879,0 1 2 4 6 8 9 10,16,52,7612416,296.6826324454093,82.6,101011100111100100100110100011
1880,3 4 6 8 9 10,13,41,5634048,230.36251814958902,61.13333333333333,101010000011110100100110000011
1881,0 3 4 6 8 9 10,15,49,6709248,275.19506984805105,72.8,011001011001110100100110001011
1882,1 3 4 6 8 9 10,17,49,6955008,277.2745113897309,75.46666666666665,101100110011011110100110001011
1883,0 1 3 4 6 8 9 10,17,57,8030208,322.10706308819294,87.13333333333333,011111101001011110100110000011
1884,2 3 4 6 8 9 10,14,46,6408192,259.54036676762405,69.53333333333333,101010001100110100101110000011
1885,0 2 3 4 6 8 9 10,16,54,7483392,304.37291846608616,81.19999999999999,011001010110110100101110001011
1886,1 2 3 4 6 8 9 10,18,54,7729152,306.452360007766,83.86666666666666,101100111100011110101110001011
1887,0 1 2 3 4 6 8 9 10,18,62,8804352,351.28491170622794,95.53333333333332,011111100110011110101110000011
1888,5 6 8 9 10,14,28,4051968,159.86996973703066,43.96666666666667,011110000010000001101110100111
1889,0 5 6 8 9 10,16,36,5127168,204.70252143549266,55.63333333333333,101101011000000001101110101111
1890,1 5 6 8 9 10,18,36,5372928,206.7819629771725,58.300000000000004,011000110010101011101110101111
1891,0 1 5 6 8 9 10,18,44,6448128,251.61451467563452,69.96666666666665,101011101000101011101110100111
1892,2 5 6 8 9 10,15,33,4826112,189.04781835506571,52.366666666666674,011110001101000001100110100111
1893,0 2 5 6 8 9 10,17,41,5901312,233.88037005352774,64.03333333333333,101101010111000001100110101111
1894,1 2 5 6 8 9 10,19,41,6147072,235.95981159520758,66.69999999999999,011000111101101011100110101111
1895,0 1 2 5 6 8 9 10,19,49,7222272,280.7923632936696,78.36666666666666,101011100111101011100110100111
1896,3 5 6 8 9 10,16,38,5243904,214.4722489978493,56.9,101010000011111011100110000111
1897,0 3 5 6 8 9 10,18,46,6319104,259.3048006963113,68.56666666666666,011001011001111011100110001111
1898,1 3 5 6 8 9 10,16,46,6564864,261.38424223799115,71.23333333333332,101100110011010001100110001111
1899,0 1 3 5 6 8 9 10,16,54,7640064,306.2167939364532,82.89999999999999,011111101001010001100110000111
1900,2 3 5 6 8 9 10,17,43,6018048,243.6500976158844,65.3,101010001100111011101110000111
1901,0 2 3 5 6 8 9 10,19,51,7093248,288.48264931434636,76.96666666666665,011001010110111011101110001111
1902,1 2 3 5 6 8 9 10,17,51,7339008,290.5620908560262,79.63333333333333,101100111100010001101110001111
1903,0 1 2 3 5 6 8 9 10,17,59,8414208,335.3946425544882,91.29999999999998,011111100110010001101110000111
1904,4 5 6 8 9 10,16,36,5133312,204.5326223986973,55.7,110010000010001111101111100011
1905,0 4 5 6 8 9 10,16,44,6208512,249.36517409715933,67.36666666666666,000001011000001111101111101011
1906,1 4 5 6 8 9 10,18,44,6454272,251.44461563883917,70.03333333333332,110100110010100101101111101011
1907,0 1 4 5 6 8 9 10,16,52,7529472,296.27716733730114,81.69999999999999,000111101000100101101111100011
1908,2 4 5 6 8 9 10,17,41,5907456,233.71047101673238,64.1,110010001101001111100111100011
1909,0 2 4 5 6 8 9 10,17,49,6982656,278.54302271519435,75.76666666666665,000001010111001111100111101011
1910,1 2 4 5 6 8 9 10,19,49,7228416,280.6224642568742,78.43333333333332,110100111101100101100111101011
1911,0 1 2 4 5 6 8 9 10,17,57,8303616,325.45501595533625,90.1,000111100111100101100111100011
1912,3 4 5 6 8 9 10,14,46,6325248,259.1349016595159,68.63333333333333,000110000011110101100111000011
1913,0 3 4 5 6 8 9 10,18,54,7400448,303.967453357978,80.3,110101011001110101100111001011
1914,1 3 4 5 6 8 9 10,16,54,7646208,306.04689489965784,82.96666666666665,000000110011011111100111001011
1915,0 1 3 4 5 6 8 9 10,18,62,8721408,350.8794465981198,94.63333333333333,110011101001011111100111000011
1916,2 3 4 5 6 8 9 10,15,51,7099392,288.31275027755095,77.03333333333333,000110001100110101101111000011
1917,0 2 3 4 5 6 8 9 10,19,59,8174592,333.145301976013,88.69999999999999,110101010110110101101111001011
1918,1 2 3 4 5 6 8 9 10,17,59,8420352,335.2247435176929,91.36666666666666,000000111100011111101111001011
1919,0 1 2 3 4 5 6 8 9 10,19,67,9495552,380.0572952161549,103.03333333333332,110011100110011111101111000011
1920,7 8 9 10,13,23,3526656,131.6729503720073,38.266666666666666,000110000000000010011111101111
1921,0 7 8 9 10,17,31,4601856,176.50550207046933,49.93333333333334,110101011010000010011111100111
1922,1 7 8 9 10,13,31,4847616,178.58494361214917,52.6,000000110000101000011111100111
1923,0 1 7 8 9 10,19,39,5922816,223.4174953106112,64.26666666666667,110011101010101000011111101111
1924,2 7 8 9 10,16,28,4300800,160.8507989900424,46.66666666666667,000110001111000010010111101111
1925,0 2 7 8 9 10,16,36,5376000,205.6833506885044,58.333333333333336,110101010101000010010111100111
1926,1 2 7 8 9 10,16,36,5621760,207.76279223018423,61.00000000000001,000000111111101000010111100111
1927,0 1 2 7 8 9 10,18,44,6696960,252.59534392864626,72.66666666666666,110011100101101000010111101111
1928,3 7 8 9 10,15,33,4718592,186.27522963282595,51.2,110010000001111000010111001111
1929,0 3 7 8 9 10,15,41,5793792,231.10778133128798,62.86666666666667,000001011011111000010111000111
1930,1 3 7 8 9 10,15,41,6039552,233.18722287296782,65.53333333333333,110100110001010010010111000111
1931,0 1 3 7 8 9 10,17,49,7114752,278.0197745714298,77.2,000111101011010010010111001111
1932,2 3 7 8 9 10,18,38,5492736,215.45307825086104,59.6,110010001110111000011111001111
1933,0 2 3 7 8 9 10,14,46,6567936,260.28562994932304,71.26666666666667,000001010100111000011111000111
1934,1 2 3 7 8 9 10,18,46,6813696,262.3650714910029,73.93333333333334,110100111110010010011111000111
1935,0 1 2 3 7 8 9 10,16,54,7888896,307.19762318946493,85.6,000111100100010010011111001111
1936,4 7 8 9 10,13,31,4608000,176.33560303367395,50.0,101010000000001100011110101011
1937,0 4 7 8 9 10,15,39,5683200,221.16815473213597,61.666666666666664,011001011010001100011110100011
1938,1 4 7 8 9 10,15,39,5928960,223.24759627381582,64.33333333333333,101100110000100110011110100011
1939,0 1 4 7 8 9 10,19,47,7004160,268.0801479722778,76.0,011111101010100110011110101011
1940,2 4 7 8 9 10,16,36,5382144,205.51345165170903,58.4,101010001111001100010110101011
1941,0 2 4 7 8 9 10,14,44,6457344,250.34600335017106,70.06666666666666,011001010101001100010110100011
1942,1 2 4 7 8 9 10,18,44,6703104,252.4254448918509,72.73333333333333,101100111111100110010110100011
1943,0 1 2 4 7 8 9 10,18,52,7778304,297.25799659031287,84.39999999999999,011111100101100110010110101011
1944,3 4 7 8 9 10,15,41,5799936,230.9378822944926,62.93333333333333,011110000001110110010110001011
1945,0 3 4 7 8 9 10,17,49,6875136,275.7704339929546,74.6,101101011011110110010110000011
1946,1 3 4 7 8 9 10,13,49,7120896,277.84987553463446,77.26666666666667,011000110001011100010110000011
1947,0 1 3 4 7 8 9 10,17,57,8196096,322.6824272330965,88.93333333333334,101011101011011100010110001011
1948,2 3 4 7 8 9 10,18,46,6574080,260.1157309125276,71.33333333333333,011110001110110110011110001011
1949,0 2 3 4 7 8 9 10,16,54,7649280,304.94828261098974,83.0,101101010100110110011110000011
1950,1 2 3 4 7 8 9 10,16,54,7895040,307.0277241526696,85.66666666666667,011000111110011100011110000011
1951,0 1 2 3 4 7 8 9 10,16,62,8970240,351.8602758511315,97.33333333333331,101011100100011100011110001011
1952,5 7 8 9 10,14,28,4217856,160.4453338819342,45.76666666666667,101010000000000011011110101111
1953,0 5 7 8 9 10,16,36,5293056,205.27788558039623,57.43333333333333,011001011010000011011110100111
1954,1 5 7 8 9 10,16,36,5538816,207.35732712207607,60.1,101100110000101001011110100111
1955,0 1 5 7 8 9 10,20,44,6614016,252.1898788205381,71.76666666666667,011111101010101001011110101111
1956,2 5 7 8 9 10,17,33,4992000,189.6231824999693,54.16666666666667,101010001111000011010110101111
1957,0 2 5 7 8 9 10,15,41,6067200,234.45573419843132,65.83333333333333,011001010101000011010110100111
1958,1 2 5 7 8 9 10,19,41,6312960,236.53517574011116,68.5,101100111111101001010110100111
1959,0 1 2 5 7 8 9 10,19,49,7388160,281.3677274385732,80.16666666666666,011111100101101001010110101111
1960,3 5 7 8 9 10,16,38,5409792,215.04761314275285,58.699999999999996,011110000001111001010110001111
1961,0 3 5 7 8 9 10,18,46,6484992,259.8801648412149,70.36666666666666,101101011011111001010110000111
1962,1 3 5 7 8 9 10,14,46,6730752,261.9596063828947,73.03333333333333,011000110001010011010110000111
1963,0 1 3 5 7 8 9 10,18,54,7805952,306.7921580813568,84.7,101011101011010011010110001111
1964,2 3 5 7 8 9 10,19,43,6183936,244.22546176078794,67.1,011110001110111001011110001111
1965,0 2 3 5 7 8 9 10,17,51,7259136,289.05801345924993,78.76666666666667,101101010100111001011110000111
1966,1 2 3 5 7 8 9 10,17,51,7504896,291.1374550009298,81.43333333333334,011000111110010011011110000111
1967,0 1 2 3 5 7 8 9 10,17,59,8580096,335.9700066993918,93.09999999999998,101011100100010011011110001111
1968,4 5 7 8 9 10,14,36,5299200,205.10798654360084,57.50000000000001,000110000000001101011111101011
1969,0 4 5 7 8 9 10,18,44,6374400,249.94053824206287,69.16666666666666,110101011010001101011111100011
1970,1 4 5 7 8 9 10,14,44,6620160,252.0199797837427,71.83333333333333,000000110000100111011111100011
1971,0 1 4 5 7 8 9 10,20,52,7695360,296.8525314822047,83.5,110011101010100111011111101011
1972,2 4 5 7 8 9 10,17,41,6073344,234.28583516163593,65.89999999999999,000110001111001101010111101011
1973,0 2 4 5 7 8 9 10,17,49,7148544,279.1183868600979,77.56666666666666,110101010101001101010111100011
1974,1 2 4 5 7 8 9 10,17,49,7394304,281.19782840177777,80.23333333333333,000000111111100111010111100011
1975,0 1 2 4 5 7 8 9 10,19,57,8469504,326.0303801002398,91.89999999999999,110011100101100111010111101011
1976,3 4 5 7 8 9 10,16,46,6491136,259.71026580441946,70.43333333333332,110010000001110111010111001011
1977,0 3 4 5 7 8 9 10,16,54,7566336,304.5428175028815,82.1,000001011011110111010111000011
1978,1 3 4 5 7 8 9 10,16,54,7812096,306.62225904456136,84.76666666666667,110100110001011101010111000011
1979,0 1 3 4 5 7 8 9 10,18,62,8887296,351.45481074302336,96.43333333333332,000111101011011101010111001011
1980,2 3 4 5 7 8 9 10,19,51,7265280,288.8881144224545,78.83333333333333,110010001110110111011111001011
1981,0 2 3 4 5 7 8 9 10,15,59,8340480,333.7206661209166,90.5,000001010100110111011111000011
1982,1 2 3 4 5 7 8 9 10,19,59,8586240,335.8001076625965,93.16666666666666,110100111110011101011111000011
1983,0 1 2 3 4 5 7 8 9 10,17,67,9661440,380.6326593610585,104.83333333333331,000111100100011101011111001011
1984,6 7 8 9 10,16,28,4429824,161.54394617060234,48.06666666666667,110100000010000010111111101111
1985,0 6 7 8 9 10,16,36,5505024,206.37649786906434,59.73333333333334,000111011000000010111111100111
1986,1 6 7 8 9 10,18,36,5750784,208.45593941074418,62.4,110010110010101000111111100111
1987,0 1 6 7 8 9 10,16,44,6825984,253.2884911092062,74.06666666666666,000001101000101000111111101111
1988,2 6 7 8 9 10,17,33,5203968,190.7217947886374,56.466666666666676,110100001101000010110111101111
1989,0 2 6 7 8 9 10,17,41,6279168,235.55434648709942,68.13333333333333,000111010111000010110111100111
1990,1 2 6 7 8 9 10,19,41,6524928,237.63378802877926,70.8,110010111101101000110111100111
1991,0 1 2 6 7 8 9 10,17,49,7600128,282.4663397272413,82.46666666666667,000001100111101000110111101111
1992,3 6 7 8 9 10,14,38,5621760,216.146225431421,61.00000000000001,000000000011111000110111001111
1993,0 3 6 7 8 9 10,18,46,6696960,260.978777129883,72.66666666666667,110011011001111000110111000111
1994,1 3 6 7 8 9 10,16,46,6942720,263.0582186715628,75.33333333333333,000110110011010010110111000111
1995,0 1 3 6 7 8 9 10,18,54,8017920,307.8907703700249,87.0,110101101001010010110111001111
1996,2 3 6 7 8 9 10,15,43,6395904,245.32407404945604,69.39999999999999,000000001100111000111111001111
1997,0 2 3 6 7 8 9 10,19,51,7471104,290.15662574791804,81.06666666666666,110011010110111000111111000111
1998,1 2 3 6 7 8 9 10,17,51,7716864,292.2360672895979,83.73333333333333,000110111100010010111111000111
1999,0 1 2 3 6 7 8 9 10,19,59,8792064,337.06861898805994,95.39999999999998,110101100110010010111111001111
2000,4 6 7 8 9 10,14,36,5511168,206.20659883226898,59.800000000000004,011000000010001100111110101011
2001,0 4 6 7 8 9 10,16,44,6586368,251.039150530731,71.46666666666667,101011011000001100111110100011
2002,1 4 6 7 8 9 10,18,44,6832128,253.11859207241085,74.13333333333333,011110110010100110111110100011
2003,0 1 4 6 7 8 9 10,18,52,7907328,297.9511437708728,85.8,101101101000100110111110101011
2004,2 4 6 7 8 9 10,15,41,6285312,235.38444745030404,68.19999999999999,011000001101001100110110101011
2005,0 2 4 6 7 8 9 10,17,49,7360512,280.21699914876604,79.86666666666666,101011010111001100110110100011
2006,1 2 4 6 7 8 9 10,19,49,7606272,282.2964406904459,82.53333333333333,011110111101100110110110100011
2007,0 1 2 4 6 7 8 9 10,19,57,8681472,327.12899238890793,94.19999999999999,101101100111100110110110101011
2008,3 4 6 7 8 9 10,16,46,6703104,260.80887809308757,72.73333333333333,101100000011110110110110001011
2009,0 3 4 6 7 8 9 10,18,54,7778304,305.6414297915497,84.4,011111011001110110110110000011
2010,1 3 4 6 7 8 9 10,16,54,8024064,307.7208713332295,87.06666666666666,101010110011011100110110000011
2011,0 1 3 4 6 7 8 9 10,16,62,9099264,352.5534230316915,98.73333333333332,011001101001011100110110001011
2012,2 3 4 6 7 8 9 10,17,51,7477248,289.9867267111226,81.13333333333334,101100001100110110111110001011
2013,0 2 3 4 6 7 8 9 10,19,59,8552448,334.81927840958474,92.79999999999998,011111010110110110111110000011
2014,1 2 3 4 6 7 8 9 10,17,59,8798208,336.8987199512645,95.46666666666665,101010111100011100111110000011
2015,0 1 2 3 4 6 7 8 9 10,17,67,9873408,381.7312716497265,107.13333333333331,011001100110011100111110001011
2016,5 6 7 8 9 10,15,33,5121024,190.31632968052924,55.56666666666667,011000000010000011111110101111
2017,0 5 6 7 8 9 10,17,41,6196224,235.14888137899126,67.23333333333332,101011011000000011111110100111
2018,1 5 6 7 8 9 10,19,41,6441984,237.2283229206711,69.89999999999999,011110110010101001111110100111
2019,0 1 5 6 7 8 9 10,19,49,7517184,282.0608746191331,81.56666666666666,101101101000101001111110101111
2020,2 5 6 7 8 9 10,16,38,5895168,219.4941782985643,63.966666666666676,011000001101000011110110101111
2021,0 2 5 6 7 8 9 10,18,46,6970368,264.3267299970263,75.63333333333333,101011010111000011110110100111
2022,1 2 5 6 7 8 9 10,20,46,7216128,266.40617153870613,78.3,011110111101101001110110100111
2023,0 1 2 5 6 7 8 9 10,20,54,8291328,311.23872323716824,89.96666666666667,101101100111101001110110101111
2024,3 5 6 7 8 9 10,17,43,6312960,244.91860894134786,68.5,101100000011111001110110001111
2025,0 3 5 6 7 8 9 10,19,51,7388160,289.7511606398099,80.16666666666667,011111011001111001110110000111
2026,1 3 5 6 7 8 9 10,17,51,7633920,291.8306021814897,82.83333333333333,101010110011010011110110000111
2027,0 1 3 5 6 7 8 9 10,17,59,8709120,336.6631538799518,94.49999999999999,011001101001010011110110001111
2028,2 3 5 6 7 8 9 10,18,48,7087104,274.09645755938294,76.9,101100001100111001111110001111
2029,0 2 3 5 6 7 8 9 10,20,56,8162304,318.929009257845,88.56666666666666,011111010110111001111110000111
2030,1 2 3 5 6 7 8 9 10,18,56,8408064,321.00845079952484,91.23333333333332,101010111100010011111110000111
2031,0 1 2 3 5 6 7 8 9 10,18,64,9483264,365.8410024979868,102.89999999999998,011001100110010011111110001111
2032,4 5 6 7 8 9 10,17,41,6202368,234.97898234219585,67.3,110100000010001101111111101011
2033,0 4 5 6 7 8 9 10,17,49,7277568,279.8115340406579,78.96666666666667,000111011000001101111111100011
2034,1 4 5 6 7 8 9 10,19,49,7523328,281.8909755823377,81.63333333333333,110010110010100111111111100011
2035,0 1 4 5 6 7 8 9 10,17,57,8598528,326.7235272807998,93.29999999999998,000001101000100111111111101011
2036,2 4 5 6 7 8 9 10,18,46,6976512,264.15683096023093,75.7,110100001101001101110111101011
2037,0 2 4 5 6 7 8 9 10,18,54,8051712,308.989382658693,87.36666666666666,000111010111001101110111100011
2038,1 2 4 5 6 7 8 9 10,20,54,8297472,311.06882420037283,90.03333333333333,110010111101100111110111100011
2039,0 1 2 4 5 6 7 8 9 10,18,62,9372672,355.9013758988348,101.69999999999999,000001100111100111110111101011
2040,3 4 5 6 7 8 9 10,15,51,7394304,289.58126160301447,80.23333333333333,000000000011110111110111001011
2041,0 3 4 5 6 7 8 9 10,19,59,8469504,334.4138133014766,91.89999999999999,110011011001110111110111000011
2042,1 3 4 5 6 7 8 9 10,17,59,8715264,336.49325484315636,94.56666666666665,000110110011011101110111000011
